状态,终端MAC地址,终端IP地址,关联SSID,关联频段,关联信道,关联微AP名称,关联AP名称,AC名称,位置,AC的IP地址,关联AP的IP地址,账号,终端在线时长(s)
离线,42-EA-38-67-DB-77,10.208.216.136,NCUWLAN,5G,149,,东湖南-科技楼-6F-06,RUIJIE-AC,无线/东湖南/科技楼,10.1.0.15,10.75.128.6,,0
离线,E2-0A-D2-78-4A-5B,10.208.70.32,NCUWLAN,2.4G,1,,东湖南-科技楼-6F-01,RUIJIE-AC,无线/东湖南/科技楼,10.1.0.15,10.75.128.28,,0
离线,42-7B-E9-5D-98-34,10.202.217.63,NCUWLAN,2.4G,1,,东湖南-基础教学楼-2f-203,ncu-wlan-master,无线/东湖南/基础教学楼,10.1.0.13,10.50.0.51,,0
离线,A2-81-2C-25-4B-BD,10.202.34.10,NCUWLAN,5G,153,,前湖北-文法楼-3F-A317,RUIJIE-AC,无线/前湖北/文法楼,10.1.0.15,10.63.1.106,"727087789794106106,1,1757980846",0
离线,0C-8F-FF-0D-5C-59,,NCUWLAN,2.4G,,,青山湖北-室外-1号门,NCDX-AC-H3C,,10.1.0.16,10.76.240.35,,0
离线,62-98-8F-DF-29-AA,,NCUWLAN,2.4G,,,前湖北-bwx-2f-01,NCDX-AC-H3C,,10.1.0.16,10.75.128.25,,0
离线,52-CB-AA-E7-66-FB,,,2.4G,,,青山湖南_老干办_3,ncu-wlan-master,,10.1.0.13,10.70.0.4,,0
离线,22-21-BD-FB-63-11,,NCUWLAN,2.4G,,,青山湖北-室外-上海路北门,NCDX-AC-H3C,,10.1.0.16,10.76.132.226,,0
离线,32-CF-83-76-82-8A,,NCUWLAN,2.4G,,,青山湖北-老干办-2f-2,NCDX-AC-H3C,无线/青山湖北/老干办,10.1.0.16,10.76.64.74,,0
离线,A2-BC-DE-CD-86-A7,10.202.86.154,NCUWLAN,2.4G,1,,前湖北-行政楼-317,RUIJIE-AC,无线/前湖北/行政楼,10.1.0.15,10.152.6.3,,0
离线,5A-05-1D-DA-86-27,10.208.77.14,NCUWLAN,5G,36,,东湖南-大学生活动中心-1F-1,RUIJIE-AC,无线/东湖南/大学生活动中心,10.1.0.15,10.74.0.32,"878027974193860188,1,1747452589",0
离线,E2-AF-00-9A-4B-42,,,2.4G,,,blg-2f-2,ncu-wlan-master,,10.1.0.13,10.76.26.136,,0
离线,32-BB-FC-41-DB-F8,10.182.248.32,NCUWLAN,5G,52,,QSH-SJYJY-519,RUIJIE-AC,,10.1.0.15,192.168.252.250,,0
离线,62-D1-48-2C-37-E2,,NCUWLAN,5G,,,东湖南-研究生楼-502,NCDX-AC-H3C,无线/东湖南/研究生楼,10.1.0.16,10.74.0.7,,0
离线,42-43-C1-BE-13-E9,,NCUWLAN,5G,,,前湖北-慧源楼-245-1,NCDX-AC-H3C,无线/前湖北/慧源楼,10.1.0.16,10.155.8.127,"914111926523524267,1,1750061007",0
离线,CA-46-6C-B5-B9-4C,,,2.4G,,,sgl-112-1,ncu-wlan-master,,10.1.0.13,10.54.79.133,"672820024525942865,1,1749303292",0
离线,92-37-D0-57-BC-6A,,NCUWLAN,2.4G,,,前湖北-理科楼-6f-b-01,NCDX-AC-H3C,无线/前湖北/理科楼,10.1.0.16,10.54.176.199,,0
离线,1E-50-3B-5E-A3-2E,222.204.69.16,wlzx,5G,149,,前湖北-数据中心-1,RUIJIE-AC,无线/前湖北/数据中心,10.1.0.15,10.161.128.9,,0
离线,42-8E-BC-B3-E4-07,,NCUWLAN,2.4G,,,前湖北-慧源楼-202B-1,NCDX-AC-H3C,无线/前湖北/慧源楼,10.1.0.16,10.155.8.178,"566852174754891696,1,1755338113",0
离线,E6-FD-1F-A3-AF-AA,,,2.4G,,,前湖北-天健园,ncu-wlan-master,无线/前湖北/天健院,10.1.0.13,10.191.0.128,"721716777637903688,1,1743428120",0
离线,42-A9-F1-E6-FF-76,,,2.4G,,,前湖北-体育场-101,ncu-wlan-master,无线/前湖北/体育场,10.1.0.13,10.63.0.10,,0
离线,4E-86-EE-5E-8B-E1,,NCU-2.4G,2.4G,,,前湖北-前湖图书馆-14f-a1401-2,NCDX-AC-H3C,无线/前湖北/图书馆,10.1.0.16,10.152.16.72,,0
离线,D2-E2-83-B8-3F-3A,,NCUWLAN,2.4G,,,青山湖北-附属中学-高中5F513,AirEngine9700S-S,无线/青山湖北/附属中学,10.1.0.17,210.35.253.18,,0
离线,EE-E6-59-91-0A-ED,,NCUWLAN-TEST,5G,,,前湖北-慧源楼-4FBMDTK-1,NCDX-AC-H3C,无线/前湖北/慧源楼,10.1.0.16,10.155.8.151,"207149346052878382,1,1744172242",0
离线,D2-BE-F5-8B-34-DB,,,2.4G,,,前湖南-实验楼1-1F-1101,ncu-wlan-master,无线/前湖南/第一实验大楼,10.1.0.13,10.70.0.182,"152823867030752152,1,1748322525",0
离线,AC-45-EF-EA-1D-02,10.202.114.177,NCUWLAN,2.4G,6,,前湖北-文法楼-3F-A318,RUIJIE-AC,无线/前湖北/文法楼,10.1.0.15,10.63.1.50,"066578806254763226,1,1758032270",0
离线,4E-9F-38-95-33-3F,,NCUWLAN,2.4G,,,前湖北-校医院-1f-01,NCDX-AC-H3C,无线/前湖北/校医院,10.1.0.16,10.62.0.244,,0
离线,D2-97-23-B3-2C-7C,,,2.4G,,,前湖北-游泳馆-dt,ncu-wlan-local,无线/前湖北/游泳馆,10.1.0.14,10.62.0.14,,0
离线,A2-84-52-1E-CB-2F,10.208.32.63,NCUWLAN,2.4G,1,,东湖南-科技楼-6F-06,RUIJIE-AC,无线/东湖南/科技楼,10.1.0.15,10.75.128.6,,0
离线,F2-A3-82-B1-2F-0F,10.208.90.46,NCUWLAN,5G,149,,东湖南-科技楼-6F-06,RUIJIE-AC,无线/东湖南/科技楼,10.1.0.15,10.75.128.6,,0
离线,BE-D9-4C-11-4C-40,10.202.154.41,NCUWLAN,5G,,,前湖北-材料环境楼-A104-1,NCU_HW_AC1,无线/前湖北/环材楼,10.1.0.18,10.133.0.188,"741010184475460072,1,1757503880",0
离线,32-DF-22-B5-69-B3,,,,,,,NCDX-AC-H3C,,10.1.0.16,,,0
离线,3A-47-F5-6F-51-95,,NCUWLAN,5G,,,前湖北-行政楼-2f-10,NCDX-AC-H3C,无线/前湖北/行政楼,10.1.0.16,10.67.0.35,"436515134977546050,1,1754618171",0
离线,D2-17-B9-C5-28-BA,10.208.242.108,NCUWLAN,2.4G,6,,东湖南-科技楼-8F-804,RUIJIE-AC,无线/东湖南/科技楼,10.1.0.15,10.75.128.81,,0
离线,E6-80-54-C0-8C-75,10.202.69.131,NCUWLAN,5G,,,前湖北-机电楼-E320-1,NCU_HW_AC1,无线/前湖北/机电楼,10.1.0.18,10.151.130.99,"247981116816730830,1,1758016740",0
离线,E2-BB-1A-06-B4-C1,,,2.4G,,,blg-3f-3,ncu-wlan-master,,10.1.0.13,10.76.161.177,,0
离线,22-93-FD-B4-F4-6A,10.208.120.81,NCUWLAN,2.4G,11,,东湖南-科技楼-6F-04,RUIJIE-AC,无线/东湖南/科技楼,10.1.0.15,10.75.128.120,,0
离线,42-35-89-5B-FB-57,,NCUWLAN,2.4G,,,青山湖北-室外-1号门,NCDX-AC-H3C,,10.1.0.16,10.76.240.35,,0
离线,02-84-C8-5C-AC-85,,NCUWLAN,5G,,,青山湖北-室外-1号门,NCDX-AC-H3C,,10.1.0.16,10.76.240.35,,0
离线,72-B0-A7-5D-D9-3C,10.208.158.103,NCUWLAN,5G,48,,东湖南-基础教学楼-345,RUIJIE-AC,无线/东湖南/基础教学楼,10.1.0.15,10.81.0.112,,0
离线,82-99-55-1E-1E-95,,,2.4G,,,前湖北-老信息办-2F-PX2,ncu-wlan-master,,10.1.0.13,222.204.69.129,,0
离线,16-8F-A0-6A-56-6D,,NCUWLAN,5G,,,青山湖北-室外-1号门,NCDX-AC-H3C,,10.1.0.16,10.76.240.35,,0
离线,C2-5E-DC-8B-0A-8C,10.202.109.46,NCUWLAN,5G,149,,前湖北-机电楼-2F-D202,RUIJIE-AC,无线/前湖北/机电楼,10.1.0.15,10.54.162.178,,0
离线,52-A8-EF-F5-9E-87,10.208.48.138,NCUWLAN,2.4G,1,,东湖南-科技楼-6F-01,RUIJIE-AC,无线/东湖南/科技楼,10.1.0.15,10.75.128.28,,0
离线,F4-A5-9D-DB-3D-29,,NCUWLAN,2.4G,,,前湖南-第二实验楼-213-2-G8,NCDX-AC-H3C,无线/前湖南/第二实验大楼,10.1.0.16,10.157.16.203,,0
离线,52-6B-51-33-72-B7,10.208.81.0,NCUWLAN,2.4G,6,,东湖南-科技楼-6F-02,RUIJIE-AC,无线/东湖南/科技楼,10.1.0.15,10.75.128.54,,0
离线,D2-C0-0B-39-77-29,,NCUWLAN-TEST,5G,,,前湖北-慧源楼-202B-1,NCDX-AC-H3C,无线/前湖北/慧源楼,10.1.0.16,10.155.8.178,,0
离线,EE-EA-F5-3C-32-5A,10.208.241.210,NCUWLAN,2.4G,6,,东湖南-成教学院-105,RUIJIE-AC,无线/东湖南/成教学院,10.1.0.15,10.81.0.47,"089103599316846579,1,1745224094",0
离线,42-92-EA-F6-9B-1B,,NCU-2.4G,5G,,,前湖北-旅游学院-cy2,NCDX-AC-H3C,无线/前湖北/旅游学院,10.1.0.16,10.66.1.77,"720454187928449200,2,1758077070",0
离线,F2-D1-76-70-3A-6F,,NCUWLAN,2.4G,,,前湖北-机电楼-E534-1,NCU_HW_AC1,无线/前湖北/机电楼,10.1.0.18,10.151.129.148,,0
离线,02-09-DC-BE-13-76,10.208.111.44,NCUWLAN,5G,149,,东湖南-科技楼-6F-06,RUIJIE-AC,无线/东湖南/科技楼,10.1.0.15,10.75.128.6,,0
在线,52-A3-7B-3A-E4-95,10.248.194.92,NCUWLAN,5G,149,,前湖南-第二教学大楼-206-G1,NCDX-AC-H3C,无线/前湖南/第二教学大楼,10.1.0.16,10.157.16.102,,174465
离线,42-87-30-8A-09-2D,10.202.36.234,NCUWLAN,2.4G,,,前湖北-机电楼-E624-G2,NCU_HW_AC1,无线/前湖北/机电楼,10.1.0.18,10.151.129.114,,0
离线,92-64-5C-DD-CD-3E,10.202.0.145,NCUWLAN,5G,157,,前湖北-主教楼-2F-A202B,RUIJIE-AC,无线/前湖北/主教学楼,10.1.0.15,10.62.0.122,,0
离线,62-31-ED-E8-C4-C5,,NCUWLAN,5G,,,青山湖北-室外-1号门,NCDX-AC-H3C,,10.1.0.16,10.76.240.35,,0
离线,FC-94-35-C8-67-10,,NCU-2.4G,5G,,,青山湖北-物理楼北-1f-01-new,NCDX-AC-H3C,无线/青山湖北/物理楼,10.1.0.16,10.76.148.139,,0
离线,82-E1-7F-B7-80-C6,10.202.193.70,NCUWLAN,5G,,,前湖北-文法楼-1f-a-05,NCDX-AC-H3C,无线/前湖北/文法楼,10.1.0.16,10.63.0.39,,0
离线,E2-07-12-42-B1-49,10.208.98.50,NCUWLAN,2.4G,1,,东湖南-科技楼-6F-01,RUIJIE-AC,无线/东湖南/科技楼,10.1.0.15,10.75.128.28,,0
离线,E2-6E-9A-A6-66-BD,,,2.4G,,,前湖北-艺术楼-B405,ncu-wlan-master,无线/前湖北/艺术楼,10.1.0.13,10.63.0.122,,0
离线,F2-75-B6-76-43-24,,NCUWLAN,2.4G,,,青山湖北-室外-上海路北门,NCDX-AC-H3C,,10.1.0.16,10.76.132.226,,0
离线,C0-35-32-0B-39-69,,NCUWLAN,5G,,,前湖南-第一教学大楼-210-G1,NCDX-AC-H3C,无线/前湖南/第一教学大楼,10.1.0.16,10.157.16.17,"052919903637052405,1,1758036978",0
离线,D2-D3-5A-B9-CF-D9,10.208.90.12,NCUWLAN,5G,157,,东湖南-科技楼-8F-814,RUIJIE-AC,无线/东湖南/科技楼,10.1.0.15,10.75.128.91,,0
离线,50-C2-E8-17-80-3B,10.248.67.174,NCUWLAN,5G,,,前湖南-医创中心-3F-303-1,NCU_HW_AC1,无线/前湖南/医创中心,10.1.0.18,10.157.1.58,"678507660780711585,1,1757994823",0
离线,1C-1B-B5-C0-2D-35,10.202.163.162,NCUWLAN,2.4G,9,,前湖北-智华科技楼-ap720-l-B-S-6F-2,RUIJIE-AC,无线/前湖北/智华科技楼,10.1.0.15,10.80.0.31,"357447379215035849,1,1745579140",0
离线,4A-B4-76-6E-86-09,10.202.71.105,NCUWLAN,2.4G,6,,前湖北-6栋学工楼-J010-Map1,RUIJIE-AC,无线/前湖北/6栋学工楼,10.1.0.15,222.204.92.64,"600973718636541952,1,1749984521",0
离线,92-05-32-F0-01-A3,,,2.4G,,,blg-2f-2,ncu-wlan-master,,10.1.0.13,10.76.26.136,,0
离线,12-60-F2-AF-AE-72,,NCU-2.4G,2.4G,,,前湖北-外经楼-1f-02,NCDX-AC-H3C,无线/前湖北/外经楼,10.1.0.16,222.204.32.65,"983286202390024321,1,1748996592",0
离线,E2-29-81-6E-55-43,10.208.83.216,NCUWLAN,5G,36,,东湖南-基础教学楼-349,RUIJIE-AC,无线/东湖南/基础教学楼,10.1.0.15,10.81.0.110,,0
离线,02-29-21-74-C3-06,,,2.4G,,,前湖北-老信息办-2F-PX2,ncu-wlan-master,,10.1.0.13,222.204.69.129,,0
离线,12-25-E5-AE-39-EA,,NCUWLAN,5G,,,青山湖北-室外-1号门,NCDX-AC-H3C,,10.1.0.16,10.76.240.35,,0
离线,72-4B-97-94-C4-64,10.202.51.108,NCUWLAN,2.4G,,,前湖北-材料环境楼-A613-1,NCU_HW_AC1,无线/前湖北/环材楼,10.1.0.18,10.133.2.108,,0
离线,A2-CA-D7-2C-7D-AE,10.208.74.99,NCUWLAN,5G,48,,东湖南-基础教学楼-345,RUIJIE-AC,无线/东湖南/基础教学楼,10.1.0.15,10.81.0.112,,0
在线,72-83-EA-13-BA-DD,10.210.177.82,NCUWLAN,5G,149,,1414.4b6d.e66e,RUIJIE-AC,,10.1.0.15,10.54.42.232,"328193238029574483,2,1758077737",5247
离线,82-C5-9E-2F-79-B7,10.202.242.158,NCUWLAN,5G,44,,前湖北-研究生楼-2F-210,RUIJIE-AC,无线/前湖北/研究生楼,10.1.0.15,10.183.5.50,"086233695450676687,1,1757858656",0
离线,32-7A-3B-8D-0E-06,10.208.176.79,NCUWLAN,5G,60,,东湖南-科技楼-6F-01,RUIJIE-AC,无线/东湖南/科技楼,10.1.0.15,10.75.128.28,,0
离线,B2-3E-BD-84-CD-1D,,NCUWLAN,5G,,,青山湖北-室外-1号门,NCDX-AC-H3C,,10.1.0.16,10.76.240.35,,0
离线,3A-0D-A1-2A-35-E3,,,2.4G,,,前湖北-艺术楼-B223,ncu-wlan-master,无线/前湖北/艺术楼,10.1.0.13,10.63.0.152,,0
离线,92-C6-03-A0-B4-FE,10.210.135.189,NCUWLAN,5G,,,青山湖北-附属中学-门卫室,AirEngine9700S-S,无线/青山湖北/附属中学,10.1.0.17,210.35.253.37,,0
离线,EE-60-1E-69-E0-EB,,NCUWLAN,5G,,,东湖南-图书馆-103-C1,NCDX-AC-H3C,无线/东湖南/图书馆,10.1.0.16,210.35.150.189,"253060889462812656,1,1741700854",0
离线,42-70-63-54-52-A5,,NCUWLAN,2.4G,,,前湖北-bwx-2f-01,NCDX-AC-H3C,,10.1.0.16,10.75.128.25,,0
离线,FE-45-35-77-6E-18,10.210.33.154,NCUWLAN,5G,149,,青山湖南-化工楼-4F-11,RUIJIE-AC,无线/青山湖南/化工楼,10.1.0.15,10.78.0.22,,0
离线,34-7D-F6-76-AF-11,,NCUWLAN,5G,,,前湖南-第二实验楼-113-1-G4,NCDX-AC-H3C,无线/前湖南/第二实验大楼,10.1.0.16,10.157.16.181,"253522748697038115,1,1757059687",0
离线,66-63-DC-A0-F1-82,,,,,,,NCDX-AC-H3C,,10.1.0.16,,,0
离线,D2-11-78-8A-91-C2,10.208.77.88,NCUWLAN,2.4G,1,,东湖南-科技楼-6F-06,RUIJIE-AC,无线/东湖南/科技楼,10.1.0.15,10.75.128.6,,0
离线,22-99-2C-DF-6E-2D,,,2.4G,,,前湖北-体育场-110,ncu-wlan-master,无线/前湖北/体育场,10.1.0.13,10.63.0.9,,0
离线,72-8D-C2-3A-38-25,,,2.4G,,,前湖北-游泳馆-dt,ncu-wlan-local,无线/前湖北/游泳馆,10.1.0.14,10.62.0.14,,0
离线,FA-A0-F4-21-6A-22,,,2.4G,,,blg-3f-3,ncu-wlan-master,,10.1.0.13,10.76.161.177,,0
离线,4C-50-77-87-EF-CE,10.248.230.183,NCUWLAN,2.4G,,,前湖南-医创中心-5F-539-1,NCU_HW_AC1,无线/前湖南/医创中心,10.1.0.18,10.157.1.37,,0
离线,0A-6D-52-7F-E9-5F,10.202.16.161,NCUWLAN,5G,149,,前湖北-主教楼-3F-A312,RUIJIE-AC,无线/前湖北/主教学楼,10.1.0.15,10.62.0.145,"794557311371242211,1,1744767513",0
离线,F2-CE-30-56-C0-A6,,NCUWLAN,2.4G,,,青山湖北-室外-上海路北门,NCDX-AC-H3C,,10.1.0.16,10.76.132.226,,0
离线,5E-66-12-9E-3F-BD,,NCUWLAN-test,5G,,,前湖北-机电楼-D305-1,NCU_HW_AC1,无线/前湖北/机电楼,10.1.0.18,10.151.128.129,,0
离线,52-E7-B1-FC-0C-5A,,NCUWLAN,5G,,,东湖南-研究生楼-108,NCDX-AC-H3C,无线/东湖南/研究生楼,10.1.0.16,10.74.0.4,,0
离线,DA-5D-08-E9-DC-22,,NCUWLAN,5G,,,前湖南-第三实验楼-4f-04,NCDX-AC-H3C,无线/前湖南/第三实验大楼,10.1.0.16,10.70.0.59,"194171586382680013,1,1748930410",0
离线,52-40-DF-9F-F0-C3,,NCUWLAN,5G,,,青山湖北-室外-1号门,NCDX-AC-H3C,,10.1.0.16,10.76.240.35,,0
离线,72-A4-97-90-87-52,,NCUWLAN,2.4G,,,nlg-2f-1,NCDX-AC-H3C,,10.1.0.16,219.220.21.1,,0
离线,42-14-13-8E-B5-CC,10.208.32.20,NCUWLAN,2.4G,1,,东湖南-科技楼-6F-01,RUIJIE-AC,无线/东湖南/科技楼,10.1.0.15,10.75.128.28,,0
离线,E2-EC-CC-B9-D9-C9,,,5G,,,前湖北-行政楼-1f-大厅,ncu-wlan-master,无线/前湖北/行政楼,10.1.0.13,10.67.0.42,,0
离线,22-C7-D6-0A-44-6B,,NCUWLAN,5G,,,青山湖北-室外-1号门,NCDX-AC-H3C,,10.1.0.16,10.76.240.35,,0
离线,2E-1C-AE-A8-26-8C,,,5G,,,前湖南-教学楼1-402,ncu-wlan-master,无线/前湖南/第一教学大楼,10.1.0.13,10.70.0.39,"227564858374477629,1,1745595722",0
离线,86-14-56-8B-59-F0,10.202.68.157,NCUWLAN,5G,157,,前湖北-实验楼A-4F-408,RUIJIE-AC,无线/前湖北/基础实验楼,10.1.0.15,10.50.0.242,"423735601642223032,1,1744258712",0
离线,96-88-4F-4D-E5-62,10.208.246.157,NCUWLAN,5G,157,,东湖南-大学生活动中心-1F-2,RUIJIE-AC,无线/东湖南/大学生活动中心,10.1.0.15,10.74.0.33,"107936927663079544,1,1758014286",0
离线,F2-BA-51-BF-48-8A,,NCUWLAN,2.4G,,,青山湖北-软件楼-117-G1,NCDX-AC-H3C,无线/青山湖北/软件楼,10.1.0.16,10.160.8.12,"634309383821081140,1,1757939365",0
离线,32-60-7D-3D-F8-5D,,NCUWLAN-TEST,5G,,,青山湖北-软件楼-111-G1,NCDX-AC-H3C,无线/青山湖北/软件楼,10.1.0.16,10.160.8.18,,0
离线,3C-55-76-1F-75-71,,NCUWLAN,5G,,,前湖北-图书馆-A1901-C1,NCDX-AC-H3C,无线/前湖北/图书馆,10.1.0.16,10.152.16.205,"072486342132850877,1,1758031110",0
离线,52-B3-B4-6F-1E-F4,10.202.85.56,NCUWLAN,2.4G,1,,前湖北-行政楼-317,RUIJIE-AC,无线/前湖北/行政楼,10.1.0.15,10.152.6.3,,0
离线,32-66-0A-6C-9A-71,10.208.176.247,NCUWLAN,2.4G,11,,东湖南-大学生活动中心-1F-1,RUIJIE-AC,无线/东湖南/大学生活动中心,10.1.0.15,10.74.0.32,,0
离线,A2-2C-14-DF-E6-4F,,NCUWLAN,5G,,,东湖南-研究生楼-401,NCDX-AC-H3C,无线/东湖南/研究生楼,10.1.0.16,10.74.0.3,,0
离线,22-62-94-29-D3-EE,,,2.4G,,,blg-2f-2,ncu-wlan-master,,10.1.0.13,10.76.26.136,,0
离线,12-29-07-7E-CB-C5,10.208.76.142,NCUWLAN,5G,60,,东湖南-科技楼-6F-01,RUIJIE-AC,无线/东湖南/科技楼,10.1.0.15,10.75.128.28,,0
离线,32-3C-1E-5A-2B-82,,,,,,DHQ-CLJ-509,ncu-wlan-master,,10.1.0.13,,,0
离线,A2-EF-89-A8-45-BA,,NCUWLAN,2.4G,,,青山湖北-室外-上海路北门,NCDX-AC-H3C,,10.1.0.16,10.76.132.226,,0
离线,92-96-ED-8B-9C-DF,10.208.39.170,NCUWLAN,5G,60,,东湖南-科技楼-6F-01,RUIJIE-AC,无线/东湖南/科技楼,10.1.0.15,10.75.128.28,,0
离线,5A-71-5B-D0-A4-4E,10.202.62.79,NCUWLAN,5G,36,,前湖北-研究生楼-2F-218,RUIJIE-AC,无线/前湖北/研究生楼,10.1.0.15,10.183.5.55,"123983322565617386,2,1758077903",0
离线,C2-E5-17-A2-16-7E,,NCUWLAN-TEST,2.4G,,,前湖北-慧源楼-125-C1,NCDX-AC-H3C,无线/前湖北/慧源楼,10.1.0.16,10.155.8.34,,0
离线,DE-C9-AB-9B-B1-B1,,,2.4G,,,前湖南-教学楼2-X51,ncu-wlan-master,无线/前湖南/第二教学大楼,10.1.0.13,10.70.0.80,"008285545323643788,2,1758077656",0
离线,E2-20-AF-57-ED-57,,NSci,5G,,,前湖北-行政楼-5l-05,NCDX-AC-H3C,无线/前湖北/行政楼,10.1.0.16,10.67.0.54,,0
离线,C2-AC-3D-9D-5B-B8,,NCUWLAN,2.4G,,,前湖南-医创中心-4F-455-1,NCU_HW_AC1,无线/前湖南/医创中心,10.1.0.18,10.157.0.14,,0
离线,72-6A-CC-58-8E-24,,,2.4G,,,东湖南-基础教学楼-3f-304,ncu-wlan-master,无线/东湖南/基础教学楼,10.1.0.13,10.50.0.15,"074053424485691078,1,1750071651",0
离线,42-4E-A0-42-F8-D3,10.208.204.134,NCUWLAN,2.4G,11,,东湖南-科技楼-6F-04,RUIJIE-AC,无线/东湖南/科技楼,10.1.0.15,10.75.128.120,,0
离线,F2-57-8B-9B-A0-46,,NCU-2.4G,2.4G,,,青山湖北-成教楼-2f-02,NCDX-AC-H3C,无线/青山湖北/成教楼,10.1.0.16,10.76.103.42,,0
离线,32-85-E6-10-02-E7,10.208.172.178,NCUWLAN,2.4G,11,,东湖南-基础教学楼-345,RUIJIE-AC,无线/东湖南/基础教学楼,10.1.0.15,10.81.0.112,,0
离线,AE-19-25-2A-E2-64,,,2.4G,,,前湖北-游泳馆-dt,ncu-wlan-local,无线/前湖北/游泳馆,10.1.0.14,10.62.0.14,,0
离线,62-77-47-3E-2E-BD,10.208.82.139,NCUWLAN,2.4G,6,,东湖南-基础教学楼-349,RUIJIE-AC,无线/东湖南/基础教学楼,10.1.0.15,10.81.0.110,,0
离线,FA-A5-21-0B-1B-CD,,NCU-2.4G,2.4G,,,前湖北-外经楼-1f-03,NCDX-AC-H3C,无线/前湖北/外经楼,10.1.0.16,222.204.32.49,,0
离线,62-76-A0-9F-3F-6E,,NCUWLAN,5G,,,东湖南-基础教学楼-5f-11,NCDX-AC-H3C,无线/东湖南/基础教学楼,10.1.0.16,10.81.0.168,,0
离线,02-94-7B-90-03-BC,10.202.13.110,NCUWLAN,2.4G,,,前湖北-前湖大厦-322,RUIJIE-AC,无线/前湖北/前湖大厦,10.1.0.15,10.161.64.181,,0
离线,52-3B-54-95-62-76,,,2.4G,,,前湖南-实验楼1-2F-1202,ncu-wlan-master,无线/前湖南/第一实验大楼,10.1.0.13,10.70.0.184,,0
离线,F2-85-B7-FF-2C-E5,10.210.53.1,NCUWLAN,5G,,,青山湖北-附属中学-高中1F118,AirEngine9700S-S,无线/青山湖北/附属中学,10.1.0.17,210.35.253.14,,0
离线,22-15-68-11-DF-97,,NCUWLAN,5G,,,东湖南-研究生楼-108,NCDX-AC-H3C,无线/东湖南/研究生楼,10.1.0.16,10.74.0.4,,0
离线,E2-74-CE-BE-3E-75,10.208.74.141,NCUWLAN,2.4G,6,,青山湖北-老干办-2f-01,NCDX-AC-H3C,无线/青山湖北/老干办,10.1.0.16,10.75.128.4,,0
离线,06-EE-FB-A3-0D-99,,NCUWLAN,5G,,,前湖北-图书馆-A0309-C1,NCDX-AC-H3C,无线/前湖北/图书馆,10.1.0.16,10.152.16.180,"009202381456274565,1,1753176365",0
离线,E2-75-B1-47-B4-83,10.208.107.214,NCUWLAN,2.4G,6,,东湖南-科技楼-6F-05,RUIJIE-AC,无线/东湖南/科技楼,10.1.0.15,10.75.128.21,,0
离线,12-BB-8F-F4-77-E4,,NCUWLAN,5G,,,东湖南-研究生楼-502,NCDX-AC-H3C,无线/东湖南/研究生楼,10.1.0.16,10.74.0.7,,0
离线,EE-9E-18-66-C6-59,10.208.22.226,NCUWLAN,5G,157,,东湖南-科技楼-6F-03,RUIJIE-AC,无线/东湖南/科技楼,10.1.0.15,10.75.128.77,,0
离线,D2-00-87-1A-F2-B3,10.202.210.169,NCUWLAN-test,5G,,,前湖北-机电楼-E620D-1,NCU_HW_AC1,无线/前湖北/机电楼,10.1.0.18,10.151.129.124,,0
离线,BC-17-B8-2F-40-86,10.202.252.129,NCUWLAN,5G,,,前湖北-环材楼-C517-1,NCU_HW_AC1,无线/前湖北/环材楼,10.1.0.18,10.151.128.198,"935031428936688067,2,1758077618",0
离线,EE-94-0C-BE-E1-DA,,NCUWLAN,2.4G,,,前湖北-理科楼-6f-a-09,NCDX-AC-H3C,无线/前湖北/理科楼,10.1.0.16,10.54.67.171,,0
离线,F2-BE-08-51-60-A1,,NCUWLAN,2.4G,,,前湖北-行政楼-会议室-412,NCDX-AC-H3C,无线/前湖北/行政楼,10.1.0.16,10.67.0.68,,0
离线,8C-B8-7E-B2-49-68,10.202.188.241,NCUWLAN,5G,,,前湖北-机电楼-D510-1,NCU_HW_AC1,无线/前湖北/机电楼,10.1.0.18,10.151.130.104,"860555051380501361,2,1758077361",0
离线,A2-8E-F3-0A-B7-DA,,,2.4G,,,前湖北-游泳馆-dt,ncu-wlan-local,无线/前湖北/游泳馆,10.1.0.14,10.62.0.14,,0
离线,60-14-B3-BB-E8-B5,10.202.235.35,NCUWLAN,2.4G,,,前湖北-信工楼-A512-1,NCU_HW_AC1,无线/前湖北/信工楼,10.1.0.18,10.133.0.57,"554478500993840611,1,1749108312",0
离线,22-2C-68-45-B7-F0,10.208.152.144,NCUWLAN,5G,149,,东湖南-科技楼-6F-06,RUIJIE-AC,无线/东湖南/科技楼,10.1.0.15,10.75.128.6,,0
离线,22-A2-92-29-63-9F,,,2.4G,,,前湖北-艺术楼-B219,ncu-wlan-master,无线/前湖北/艺术楼,10.1.0.13,10.63.0.154,,0
离线,E2-C6-57-F4-EC-1B,,NCUWLAN,2.4G,,,LED中心-101-2,NCDX-AC-H3C,无线/前湖北/LED工程技术研究中心,10.1.0.16,10.159.32.6,,0
离线,92-FD-5D-9B-15-43,,NCUWLAN,2.4G,,,青山湖北-室外-上海路北门,NCDX-AC-H3C,,10.1.0.16,10.76.132.226,,0
离线,82-E0-2E-CD-A8-F0,,,2.4G,,,前湖南-教学楼2-202,ncu-wlan-master,无线/前湖南/第二教学大楼,10.1.0.13,10.70.0.113,,0
